"","Success","Feet"
"1858",0,9.5
"1859",0,9.5
"1860",0,9.5
"1861",1,9.5
"1862",1,9.5
"1863",1,9.5
"1864",0,9.5
"1865",1,9.5
"1866",0,9.5
"1867",0,9.5
"1868",0,9.5
"1869",1,9.5
"1870",0,9.5
"1871",0,9.5
"1872",0,9.5
"1873",1,9.5
"1874",1,9.5
"1875",0,9.5
"1876",0,9.5
"1877",0,9.5
"1878",1,9.5
"1879",0,9.5
"1880",1,9.5
"1881",1,9.5
"1882",0,9.5
"1883",1,9.5
"1884",0,9.5
"1885",1,9.5
"1886",1,9.5
"1887",0,9.5
"1888",0,9.5
"1889",0,9.5
"1890",0,9.5
"1891",0,9.5
"1892",0,9.5
"1893",0,9.5
"1894",0,9.5
"1895",0,9.5
"1896",1,9.5
"1897",0,9.5
"1898",1,9.5
"1899",1,9.5
"1900",1,9.5
"1901",0,10.5
"1902",0,10.5
"1903",0,10.5
"1904",0,10.5
"1905",1,10.5
"1906",0,10.5
"1907",1,10.5
"1908",0,10.5
"1909",0,10.5
"1910",1,10.5
"1911",0,10.5
"1912",0,10.5
"1913",1,10.5
"1914",0,10.5
"1915",0,10.5
"1916",0,10.5
"1917",0,10.5
"1918",1,10.5
"1919",0,10.5
"1920",0,10.5
"1921",0,10.5
"1922",0,10.5
"1923",0,10.5
"1924",0,10.5
"1925",0,10.5
"1926",0,10.5
"1927",0,10.5
"1928",1,10.5
"1929",1,10.5
"1930",0,10.5
"1931",0,10.5
"1932",0,10.5
"1933",0,10.5
"1934",1,10.5
"1935",1,10.5
"1936",1,10.5
"1937",0,10.5
"1938",0,10.5
"1939",1,10.5
"1940",0,10.5
"1941",1,10.5
"1942",0,10.5
"1943",0,10.5
"1944",0,10.5
"1945",0,10.5
"1946",0,10.5
"1947",1,10.5
"1948",1,10.5
"1949",0,10.5
"1950",1,10.5
"1951",1,10.5
"1952",0,10.5
"1953",0,10.5
"1954",0,10.5
"1955",0,10.5
"1956",0,10.5
"1957",1,10.5
"1958",0,10.5
"1959",0,10.5
"1960",0,10.5
"1961",0,10.5
"1962",1,10.5
"1963",1,10.5
"1964",0,10.5
"1965",0,10.5
"1966",1,10.5
"1967",1,10.5
"1968",0,10.5
"1969",1,10.5
"1970",1,10.5
"1971",0,10.5
"1972",0,10.5
"1973",1,10.5
"1974",0,10.5
"1975",0,10.5
"1976",0,10.5
"1977",0,10.5
"1978",1,10.5
"1979",0,10.5
"1980",0,10.5
"1981",1,10.5
"1982",1,10.5
"1983",1,10.5
"1984",0,10.5
"1985",0,10.5
"1986",1,10.5
"1987",0,10.5
"1988",0,10.5
"1989",1,10.5
"1990",0,10.5
"1991",0,10.5
"1992",0,10.5
"1993",0,10.5
"1994",0,10.5
"1995",0,10.5
"1996",1,10.5
"1997",0,10.5
"1998",1,10.5
"1999",1,10.5
"2000",0,10.5
"2001",0,12.5
"2002",0,12.5
"2003",0,12.5
"2004",0,12.5
"2005",0,12.5
"2006",0,12.5
"2007",0,12.5
"2008",0,12.5
"2009",1,12.5
"2010",0,12.5
"2011",0,12.5
"2012",0,12.5
"2013",0,12.5
"2014",0,12.5
"2015",1,12.5
"2016",0,12.5
"2017",0,12.5
"2018",0,12.5
"2019",0,12.5
"2020",0,12.5
"2021",0,12.5
"2022",1,12.5
"2023",0,12.5
"2024",0,12.5
"2025",0,12.5
"2026",0,12.5
"2027",0,12.5
"2028",0,12.5
"2029",1,12.5
"2030",1,12.5
"2031",0,12.5
"2032",0,12.5
"2033",0,12.5
"2034",0,12.5
"2035",0,12.5
"2036",0,12.5
"2037",0,12.5
"2038",0,12.5
"2039",0,12.5
"2040",0,12.5
"2041",1,12.5
"2042",1,12.5
"2043",0,12.5
"2044",1,12.5
"2045",0,12.5
"2046",1,12.5
"2047",0,12.5
"2048",0,12.5
"2049",0,12.5
"2050",0,12.5
"2051",0,12.5
"2052",0,12.5
"2053",0,12.5
"2054",0,12.5
"2055",0,12.5
"2056",0,12.5
"2057",0,12.5
"2058",0,12.5
"2059",0,12.5
"2060",0,12.5
"2061",0,12.5
"2062",0,12.5
"2063",0,12.5
"2064",1,12.5
"2065",0,12.5
"2066",0,12.5
"2067",1,12.5
"2068",1,12.5
"2069",1,12.5
"2070",0,12.5
"2071",0,12.5
"2072",0,12.5
"2073",0,12.5
"2074",0,12.5
"2075",1,12.5
"2076",0,12.5
"2077",0,12.5
"2078",0,12.5
"2079",0,12.5
"2080",0,12.5
"2081",0,12.5
"2082",0,12.5
"2083",0,12.5
"2084",0,12.5
"2085",0,12.5
"2086",0,12.5
"2087",1,12.5
"2088",0,12.5
"2089",1,12.5
"2090",1,12.5
"2091",0,12.5
"2092",0,12.5
"2093",0,12.5
"2094",1,12.5
"2095",0,12.5
"2096",0,12.5
"2097",0,12.5
"2098",0,12.5
"2099",0,12.5
"2100",0,12.5
"2101",1,2.5
"2102",1,2.5
"2103",1,2.5
"2104",1,2.5
"2105",1,2.5
"2106",1,2.5
"2107",1,2.5
"2108",1,2.5
"2109",1,2.5
"2110",1,2.5
"2111",0,2.5
"2112",1,2.5
"2113",1,2.5
"2114",1,2.5
"2115",1,2.5
"2116",1,2.5
"2117",1,2.5
"2118",1,2.5
"2119",1,2.5
"2120",0,2.5
"2121",1,2.5
"2122",1,2.5
"2123",1,2.5
"2124",1,2.5
"2125",1,2.5
"2126",1,2.5
"2127",1,2.5
"2128",1,2.5
"2129",1,2.5
"2130",1,2.5
"2131",1,2.5
"2132",1,2.5
"2133",1,2.5
"2134",0,2.5
"2135",1,2.5
"2136",1,2.5
"2137",1,2.5
"2138",1,2.5
"2139",1,2.5
"2140",1,2.5
"2141",1,2.5
"2142",1,2.5
"2143",1,2.5
"2144",1,2.5
"2145",1,2.5
"2146",1,2.5
"2147",1,2.5
"2148",0,2.5
"2149",1,2.5
"2150",0,2.5
"2151",1,2.5
"2152",1,2.5
"2153",1,2.5
"2154",1,2.5
"2155",1,2.5
"2156",1,2.5
"2157",1,2.5
"2158",1,2.5
"2159",1,2.5
"2160",1,2.5
"2161",1,2.5
"2162",1,2.5
"2163",0,2.5
"2164",1,2.5
"2165",1,2.5
"2166",1,2.5
"2167",1,2.5
"2168",1,2.5
"2169",1,2.5
"2170",1,2.5
"2171",1,2.5
"2172",1,2.5
"2173",1,2.5
"2174",1,2.5
"2175",1,2.5
"2176",1,2.5
"2177",1,2.5
"2178",1,2.5
"2179",1,2.5
"2180",1,2.5
"2181",1,2.5
"2182",1,2.5
"2183",1,2.5
"2184",1,2.5
"2185",1,2.5
"2186",1,2.5
"2187",1,2.5
"2188",0,2.5
"2189",1,2.5
"2190",0,2.5
"2191",1,2.5
"2192",1,2.5
"2193",1,2.5
"2194",1,2.5
"2195",1,2.5
"2196",1,2.5
"2197",1,2.5
"2198",1,2.5
"2199",1,2.5
"2200",1,2.5
